student_id,subject_id,exam_type,marks_obtained,max_marks,attendance,exam_date
S02170,SUB001,IA2,36,100,91,2026-01-17
S02170,SUB002,IA1,31,100,100,2026-02-16
S02170,SUB003,EndSem,44,100,62,2026-03-08
S02170,SUB004,EndSem,48,100,99,2026-01-18
S02170,SUB005,EndSem,53,100,65,2026-02-23
S02170,SUB006,EndSem,88,100,96,2026-02-17
S02170,SUB007,IA2,89,100,79,2026-02-17
S02170,SUB008,IA2,70,100,100,2026-02-06
S02170,SUB009,IA2,53,100,76,2026-03-09
S02170,SUB010,IA1,82,100,88,2026-01-31
S02171,SUB001,EndSem,47,100,75,2026-02-07
S02171,SUB002,EndSem,89,100,63,2026-03-01
S02171,SUB003,Lab,46,100,77,2026-01-27
S02171,SUB004,EndSem,36,100,79,2026-01-15
S02171,SUB005,EndSem,83,100,84,2026-03-07
S02171,SUB006,IA1,69,100,88,2026-03-09
S02171,SUB007,IA1,66,100,64,2026-01-31
S02171,SUB008,IA2,34,100,80,2026-01-25
S02171,SUB009,IA1,44,100,99,2026-01-28
S02171,SUB010,IA2,37,100,62,2026-02-25
S02172,SUB001,IA2,66,100,92,2026-02-18
S02172,SUB002,EndSem,69,100,89,2026-01-13
S02172,SUB003,IA1,73,100,68,2026-01-13
S02172,SUB004,Lab,31,100,70,2026-01-30
S02172,SUB005,IA2,58,100,69,2026-02-27
S02172,SUB006,Lab,52,100,82,2026-03-09
S02172,SUB007,IA1,85,100,92,2026-01-29
S02172,SUB008,IA2,43,100,68,2026-01-16
S02172,SUB009,EndSem,56,100,75,2026-02-18
S02172,SUB010,IA2,82,100,92,2026-02-15
S02173,SUB001,IA2,30,100,63,2026-02-19
S02173,SUB002,IA1,37,100,86,2026-01-18
S02173,SUB003,IA1,60,100,92,2026-02-19
S02173,SUB004,IA1,71,100,90,2026-02-17
S02173,SUB005,IA1,40,100,99,2026-02-02
S02173,SUB006,EndSem,53,100,82,2026-02-13
S02173,SUB007,Lab,38,100,92,2026-02-04
S02173,SUB008,EndSem,87,100,94,2026-03-12
S02173,SUB009,IA2,52,100,91,2026-02-19
S02173,SUB010,EndSem,32,100,81,2026-02-09
S02174,SUB001,Lab,79,100,86,2026-03-01
S02174,SUB002,Lab,74,100,67,2026-01-31
S02174,SUB003,IA1,70,100,91,2026-03-13
S02174,SUB004,IA1,75,100,70,2026-02-01
S02174,SUB005,IA2,71,100,83,2026-01-29
S02174,SUB006,EndSem,86,100,65,2026-02-09
S02174,SUB007,EndSem,66,100,95,2026-02-10
S02174,SUB008,Lab,46,100,91,2026-02-25
S02174,SUB009,IA1,89,100,87,2026-02-25
S02174,SUB010,IA2,35,100,65,2026-01-24
S02175,SUB001,IA2,58,100,98,2026-01-19
S02175,SUB002,EndSem,39,100,89,2026-02-04
S02175,SUB003,IA1,67,100,68,2026-01-23
S02175,SUB004,IA1,42,100,60,2026-01-26
S02175,SUB005,EndSem,89,100,63,2026-03-08
S02175,SUB006,IA2,53,100,91,2026-02-25
S02175,SUB007,EndSem,86,100,67,2026-02-21
S02175,SUB008,IA2,76,100,96,2026-03-10
S02175,SUB009,IA1,70,100,61,2026-01-21
S02175,SUB010,EndSem,67,100,77,2026-02-25
S02176,SUB001,Lab,61,100,63,2026-03-10
S02176,SUB002,EndSem,36,100,62,2026-01-16
S02176,SUB003,IA2,40,100,97,2026-01-15
S02176,SUB004,IA2,71,100,100,2026-02-11
S02176,SUB005,IA2,83,100,99,2026-02-04
S02176,SUB006,IA2,60,100,63,2026-02-01
S02176,SUB007,Lab,34,100,70,2026-02-10
S02176,SUB008,Lab,68,100,68,2026-02-25
S02176,SUB009,EndSem,72,100,94,2026-02-25
S02176,SUB010,IA2,31,100,92,2026-01-25
S02177,SUB001,EndSem,40,100,97,2026-02-03
S02177,SUB002,IA2,40,100,72,2026-02-11
S02177,SUB003,EndSem,43,100,100,2026-01-17
S02177,SUB004,EndSem,34,100,63,2026-02-26
S02177,SUB005,IA1,37,100,81,2026-01-28
S02177,SUB006,Lab,84,100,77,2026-03-13
S02177,SUB007,Lab,79,100,76,2026-01-25
S02177,SUB008,EndSem,67,100,85,2026-03-09
S02177,SUB009,IA1,39,100,80,2026-01-14
S02177,SUB010,Lab,37,100,96,2026-01-20
S02178,SUB001,Lab,51,100,82,2026-02-17
S02178,SUB002,IA2,54,100,92,2026-03-01
S02178,SUB003,Lab,35,100,87,2026-01-29
S02178,SUB004,EndSem,58,100,64,2026-01-30
S02178,SUB005,EndSem,61,100,99,2026-02-04
S02178,SUB006,Lab,50,100,98,2026-02-18
S02178,SUB007,Lab,73,100,68,2026-03-04
S02178,SUB008,IA2,65,100,84,2026-02-04
S02178,SUB009,IA2,74,100,92,2026-03-11
S02178,SUB010,Lab,73,100,77,2026-02-10
S02179,SUB001,EndSem,31,100,70,2026-02-14
S02179,SUB002,Lab,85,100,91,2026-01-28
S02179,SUB003,EndSem,87,100,80,2026-01-15
S02179,SUB004,IA2,30,100,65,2026-02-08
S02179,SUB005,Lab,73,100,88,2026-02-27
S02179,SUB006,IA1,79,100,95,2026-02-09
S02179,SUB007,EndSem,41,100,89,2026-02-23
S02179,SUB008,EndSem,31,100,71,2026-02-06
S02179,SUB009,IA1,66,100,82,2026-03-07
S02179,SUB010,EndSem,35,100,77,2026-01-17
S02180,SUB001,Lab,35,100,71,2026-02-18
S02180,SUB002,IA1,57,100,82,2026-01-28
S02180,SUB003,Lab,66,100,65,2026-02-28
S02180,SUB004,IA2,69,100,65,2026-02-07
S02180,SUB005,IA2,88,100,93,2026-02-20
S02180,SUB006,EndSem,83,100,85,2026-02-19
S02180,SUB007,Lab,87,100,76,2026-02-04
S02180,SUB008,EndSem,39,100,83,2026-02-05
S02180,SUB009,EndSem,78,100,81,2026-02-21
S02180,SUB010,IA1,55,100,62,2026-03-11
S02181,SUB001,IA2,31,100,64,2026-01-14
S02181,SUB002,Lab,30,100,87,2026-02-07
S02181,SUB003,IA1,35,100,62,2026-02-21
S02181,SUB004,Lab,81,100,95,2026-01-29
S02181,SUB005,Lab,38,100,75,2026-01-17
S02181,SUB006,IA1,61,100,93,2026-01-19
S02181,SUB007,Lab,77,100,96,2026-02-06
S02181,SUB008,IA1,51,100,78,2026-01-14
S02181,SUB009,Lab,43,100,77,2026-03-09
S02181,SUB010,IA1,77,100,64,2026-02-14
S02182,SUB001,IA2,35,100,61,2026-02-07
S02182,SUB002,Lab,76,100,81,2026-02-25
S02182,SUB003,Lab,90,100,75,2026-01-19
S02182,SUB004,IA1,32,100,65,2026-02-08
S02182,SUB005,Lab,53,100,90,2026-01-16
S02182,SUB006,IA2,90,100,68,2026-02-19
S02182,SUB007,Lab,60,100,60,2026-02-23
S02182,SUB008,IA2,86,100,85,2026-03-04
S02182,SUB009,IA2,34,100,74,2026-02-04
S02182,SUB010,Lab,30,100,66,2026-01-31
S02183,SUB001,IA2,47,100,86,2026-02-12
S02183,SUB002,IA1,61,100,99,2026-01-18
S02183,SUB003,EndSem,41,100,95,2026-02-07
S02183,SUB004,EndSem,41,100,91,2026-02-05
S02183,SUB005,EndSem,58,100,94,2026-01-31
S02183,SUB006,EndSem,54,100,72,2026-01-14
S02183,SUB007,EndSem,39,100,96,2026-02-10
S02183,SUB008,EndSem,81,100,70,2026-01-25
S02183,SUB009,EndSem,80,100,77,2026-01-31
S02183,SUB010,Lab,71,100,95,2026-01-19
S02184,SUB001,EndSem,49,100,95,2026-02-24
S02184,SUB002,IA2,76,100,83,2026-02-19
S02184,SUB003,Lab,38,100,66,2026-02-09
S02184,SUB004,IA1,63,100,65,2026-01-19
S02184,SUB005,IA1,62,100,83,2026-03-13
S02184,SUB006,IA1,59,100,81,2026-03-03
S02184,SUB007,IA2,55,100,82,2026-01-21
S02184,SUB008,IA1,32,100,96,2026-01-22
S02184,SUB009,EndSem,48,100,84,2026-03-03
S02184,SUB010,IA2,36,100,94,2026-02-15
S02185,SUB001,IA1,53,100,65,2026-01-22
S02185,SUB002,EndSem,62,100,61,2026-02-25
S02185,SUB003,IA2,56,100,77,2026-03-07
S02185,SUB004,IA1,47,100,85,2026-02-15
S02185,SUB005,IA2,38,100,90,2026-02-18
S02185,SUB006,Lab,82,100,74,2026-02-27
S02185,SUB007,IA1,61,100,69,2026-01-23
S02185,SUB008,IA1,47,100,70,2026-03-10
S02185,SUB009,EndSem,34,100,64,2026-01-20
S02185,SUB010,EndSem,90,100,75,2026-01-21
S02186,SUB001,Lab,46,100,87,2026-02-10
S02186,SUB002,IA2,48,100,96,2026-01-29
S02186,SUB003,EndSem,39,100,92,2026-02-13
S02186,SUB004,Lab,77,100,72,2026-02-08
S02186,SUB005,IA1,82,100,95,2026-03-05
S02186,SUB006,IA1,84,100,74,2026-01-30
S02186,SUB007,EndSem,81,100,100,2026-03-03
S02186,SUB008,IA1,90,100,94,2026-01-15
S02186,SUB009,Lab,70,100,62,2026-02-19
S02186,SUB010,IA2,71,100,66,2026-02-24
S02187,SUB001,IA2,80,100,71,2026-01-21
S02187,SUB002,Lab,80,100,80,2026-02-17
S02187,SUB003,Lab,89,100,91,2026-01-27
S02187,SUB004,IA1,83,100,90,2026-01-28
S02187,SUB005,EndSem,87,100,93,2026-02-03
S02187,SUB006,IA2,50,100,99,2026-02-27
S02187,SUB007,IA1,58,100,90,2026-03-11
S02187,SUB008,IA1,55,100,84,2026-03-10
S02187,SUB009,IA2,57,100,83,2026-03-09
S02187,SUB010,Lab,42,100,81,2026-01-16
S02188,SUB001,IA1,34,100,64,2026-03-10
S02188,SUB002,EndSem,41,100,79,2026-02-04
S02188,SUB003,Lab,55,100,66,2026-02-28
S02188,SUB004,Lab,66,100,65,2026-03-10
S02188,SUB005,IA1,57,100,74,2026-02-27
S02188,SUB006,IA1,86,100,81,2026-02-27
S02188,SUB007,EndSem,51,100,78,2026-02-12
S02188,SUB008,IA1,48,100,70,2026-02-28
S02188,SUB009,Lab,44,100,82,2026-02-01
S02188,SUB010,IA2,70,100,64,2026-02-13
S02189,SUB001,EndSem,87,100,72,2026-02-20
S02189,SUB002,IA1,54,100,69,2026-03-03
S02189,SUB003,IA2,31,100,89,2026-02-17
S02189,SUB004,Lab,65,100,83,2026-01-13
S02189,SUB005,IA2,85,100,87,2026-02-04
S02189,SUB006,EndSem,87,100,62,2026-01-20
S02189,SUB007,EndSem,64,100,83,2026-03-11
S02189,SUB008,EndSem,30,100,81,2026-01-24
S02189,SUB009,IA1,40,100,70,2026-01-26
S02189,SUB010,Lab,59,100,64,2026-02-28
S02190,SUB001,EndSem,40,100,77,2026-02-05
S02190,SUB002,Lab,86,100,63,2026-02-28
S02190,SUB003,EndSem,34,100,67,2026-01-27
S02190,SUB004,EndSem,82,100,61,2026-02-23
S02190,SUB005,EndSem,74,100,75,2026-02-17
S02190,SUB006,EndSem,55,100,83,2026-02-15
S02190,SUB007,EndSem,49,100,68,2026-01-20
S02190,SUB008,Lab,63,100,77,2026-02-15
S02190,SUB009,EndSem,54,100,69,2026-02-23
S02190,SUB010,Lab,30,100,86,2026-02-13
S02191,SUB001,EndSem,53,100,92,2026-03-12
S02191,SUB002,EndSem,56,100,86,2026-03-06
S02191,SUB003,IA2,45,100,95,2026-03-08
S02191,SUB004,IA1,38,100,80,2026-03-12
S02191,SUB005,Lab,69,100,85,2026-01-31
S02191,SUB006,IA2,88,100,71,2026-02-05
S02191,SUB007,IA2,47,100,86,2026-03-04
S02191,SUB008,EndSem,63,100,65,2026-03-06
S02191,SUB009,IA1,81,100,76,2026-01-18
S02191,SUB010,IA1,69,100,66,2026-03-08
S02192,SUB001,Lab,74,100,90,2026-03-05
S02192,SUB002,IA2,69,100,97,2026-03-06
S02192,SUB003,IA2,84,100,66,2026-01-29
S02192,SUB004,IA1,33,100,94,2026-02-08
S02192,SUB005,Lab,71,100,84,2026-03-04
S02192,SUB006,IA1,60,100,85,2026-01-17
S02192,SUB007,IA1,89,100,96,2026-01-20
S02192,SUB008,EndSem,55,100,82,2026-02-05
S02192,SUB009,IA2,33,100,87,2026-02-02
S02192,SUB010,Lab,46,100,65,2026-02-05
S02193,SUB001,EndSem,72,100,86,2026-01-19
S02193,SUB002,Lab,52,100,100,2026-01-20
S02193,SUB003,IA1,85,100,74,2026-01-30
S02193,SUB004,IA1,75,100,84,2026-01-22
S02193,SUB005,IA2,31,100,64,2026-02-25
S02193,SUB006,EndSem,75,100,72,2026-02-05
S02193,SUB007,EndSem,58,100,68,2026-01-14
S02193,SUB008,IA1,31,100,71,2026-03-02
S02193,SUB009,Lab,48,100,69,2026-01-18
S02193,SUB010,EndSem,32,100,77,2026-01-26
S02194,SUB001,IA2,85,100,68,2026-03-04
S02194,SUB002,EndSem,55,100,67,2026-03-06
S02194,SUB003,IA1,80,100,62,2026-02-16
S02194,SUB004,EndSem,80,100,85,2026-02-09
S02194,SUB005,Lab,42,100,61,2026-03-06
S02194,SUB006,IA2,71,100,75,2026-03-03
S02194,SUB007,Lab,72,100,76,2026-02-28
S02194,SUB008,IA2,81,100,94,2026-01-17
S02194,SUB009,Lab,58,100,78,2026-01-14
S02194,SUB010,IA1,79,100,62,2026-02-04
S02195,SUB001,Lab,37,100,85,2026-03-02
S02195,SUB002,IA1,75,100,65,2026-02-03
S02195,SUB003,IA2,67,100,63,2026-01-23
S02195,SUB004,Lab,62,100,91,2026-03-13
S02195,SUB005,Lab,89,100,92,2026-02-11
S02195,SUB006,IA1,46,100,80,2026-01-17
S02195,SUB007,IA2,63,100,74,2026-01-16
S02195,SUB008,IA1,52,100,79,2026-01-23
S02195,SUB009,IA2,85,100,74,2026-03-11
S02195,SUB010,IA1,36,100,95,2026-03-03
S02196,SUB001,Lab,51,100,69,2026-01-26
S02196,SUB002,EndSem,62,100,68,2026-01-28
S02196,SUB003,IA2,88,100,76,2026-02-19
S02196,SUB004,EndSem,55,100,93,2026-01-27
S02196,SUB005,IA1,52,100,62,2026-01-17
S02196,SUB006,Lab,50,100,87,2026-01-29
S02196,SUB007,IA2,84,100,64,2026-02-08
S02196,SUB008,EndSem,68,100,73,2026-02-18
S02196,SUB009,Lab,65,100,76,2026-03-13
S02196,SUB010,IA2,44,100,100,2026-01-19
S02197,SUB001,Lab,70,100,65,2026-03-03
S02197,SUB002,IA2,36,100,97,2026-01-31
S02197,SUB003,IA2,46,100,95,2026-02-20
S02197,SUB004,EndSem,60,100,82,2026-01-18
S02197,SUB005,IA2,87,100,95,2026-01-20
S02197,SUB006,IA1,83,100,89,2026-02-26
S02197,SUB007,EndSem,55,100,75,2026-01-23
S02197,SUB008,IA1,51,100,93,2026-02-28
S02197,SUB009,EndSem,47,100,62,2026-02-26
S02197,SUB010,Lab,51,100,85,2026-02-04
S02198,SUB001,IA1,77,100,73,2026-03-09
S02198,SUB002,Lab,31,100,94,2026-01-27
S02198,SUB003,IA1,69,100,61,2026-02-11
S02198,SUB004,IA1,62,100,67,2026-02-06
S02198,SUB005,Lab,54,100,74,2026-01-23
S02198,SUB006,IA1,36,100,64,2026-02-02
S02198,SUB007,IA1,51,100,100,2026-02-11
S02198,SUB008,IA1,39,100,79,2026-03-04
S02198,SUB009,Lab,34,100,89,2026-02-16
S02198,SUB010,IA2,37,100,65,2026-02-18
S02199,SUB001,IA1,44,100,99,2026-02-24
S02199,SUB002,Lab,69,100,83,2026-03-02
S02199,SUB003,IA1,80,100,74,2026-01-23
S02199,SUB004,Lab,74,100,61,2026-01-20
S02199,SUB005,EndSem,83,100,98,2026-03-04
S02199,SUB006,EndSem,37,100,81,2026-02-25
S02199,SUB007,IA1,38,100,90,2026-01-27
S02199,SUB008,Lab,42,100,83,2026-02-07
S02199,SUB009,Lab,83,100,67,2026-03-06
S02199,SUB010,IA1,74,100,74,2026-01-21
S02200,SUB001,EndSem,36,100,83,2026-02-20
S02200,SUB002,Lab,86,100,71,2026-01-28
S02200,SUB003,Lab,46,100,91,2026-01-29
S02200,SUB004,Lab,84,100,81,2026-02-15
S02200,SUB005,Lab,32,100,67,2026-02-24
S02200,SUB006,EndSem,30,100,60,2026-02-13
S02200,SUB007,Lab,69,100,89,2026-01-23
S02200,SUB008,EndSem,35,100,79,2026-01-22
S02200,SUB009,Lab,31,100,79,2026-01-21
S02200,SUB010,IA2,43,100,84,2026-02-20
S02201,SUB001,Lab,81,100,100,2026-02-12
S02201,SUB002,IA1,89,100,69,2026-01-29
S02201,SUB003,IA2,83,100,82,2026-03-06
S02201,SUB004,IA2,82,100,87,2026-01-30
S02201,SUB005,Lab,30,100,94,2026-02-03
S02201,SUB006,IA2,56,100,95,2026-03-07
S02201,SUB007,EndSem,55,100,84,2026-03-03
S02201,SUB008,IA1,36,100,70,2026-02-19
S02201,SUB009,IA1,57,100,83,2026-01-18
S02201,SUB010,IA2,70,100,74,2026-02-23
S02202,SUB001,EndSem,81,100,98,2026-02-17
S02202,SUB002,EndSem,49,100,94,2026-02-20
S02202,SUB003,IA1,67,100,88,2026-01-19
S02202,SUB004,IA2,53,100,60,2026-01-18
S02202,SUB005,EndSem,60,100,80,2026-01-19
S02202,SUB006,EndSem,35,100,100,2026-02-02
S02202,SUB007,IA2,76,100,92,2026-02-22
S02202,SUB008,IA1,72,100,71,2026-02-14
S02202,SUB009,EndSem,54,100,80,2026-02-16
S02202,SUB010,EndSem,63,100,62,2026-02-02
S02203,SUB001,Lab,31,100,78,2026-02-11
S02203,SUB002,Lab,86,100,76,2026-02-26
S02203,SUB003,IA1,66,100,81,2026-01-23
S02203,SUB004,EndSem,88,100,89,2026-02-01
S02203,SUB005,IA2,36,100,65,2026-02-21
S02203,SUB006,IA1,64,100,99,2026-03-09
S02203,SUB007,IA1,85,100,81,2026-02-25
S02203,SUB008,Lab,38,100,77,2026-01-17
S02203,SUB009,IA2,42,100,72,2026-03-12
S02203,SUB010,IA2,77,100,66,2026-02-21
S02204,SUB001,EndSem,59,100,74,2026-02-16
S02204,SUB002,IA1,39,100,96,2026-03-11
S02204,SUB003,IA1,64,100,81,2026-02-06
S02204,SUB004,IA1,72,100,79,2026-03-03
S02204,SUB005,EndSem,30,100,62,2026-02-23
S02204,SUB006,IA2,79,100,69,2026-03-06
S02204,SUB007,EndSem,72,100,90,2026-02-18
S02204,SUB008,IA2,80,100,84,2026-01-31
S02204,SUB009,EndSem,58,100,60,2026-02-07
S02204,SUB010,IA2,59,100,77,2026-03-01
S02205,SUB001,Lab,73,100,67,2026-01-29
S02205,SUB002,IA1,33,100,99,2026-03-02
S02205,SUB003,EndSem,68,100,88,2026-01-24
S02205,SUB004,IA1,41,100,78,2026-01-28
S02205,SUB005,IA2,67,100,84,2026-02-18
S02205,SUB006,EndSem,66,100,93,2026-02-02
S02205,SUB007,IA1,71,100,80,2026-01-30
S02205,SUB008,IA1,40,100,81,2026-03-09
S02205,SUB009,EndSem,44,100,63,2026-03-13
S02205,SUB010,IA1,30,100,81,2026-02-21
S02206,SUB001,IA1,77,100,77,2026-01-28
S02206,SUB002,EndSem,75,100,63,2026-02-23
S02206,SUB003,IA2,54,100,91,2026-02-23
S02206,SUB004,Lab,75,100,74,2026-01-28
S02206,SUB005,IA1,37,100,79,2026-01-26
S02206,SUB006,IA1,66,100,67,2026-03-11
S02206,SUB007,IA1,40,100,82,2026-01-24
S02206,SUB008,EndSem,77,100,72,2026-03-07
S02206,SUB009,IA1,33,100,91,2026-01-28
S02206,SUB010,Lab,46,100,89,2026-02-19
S02207,SUB001,IA1,45,100,67,2026-02-05
S02207,SUB002,Lab,81,100,98,2026-02-24
S02207,SUB003,EndSem,34,100,81,2026-02-26
S02207,SUB004,IA2,33,100,79,2026-01-20
S02207,SUB005,EndSem,47,100,78,2026-02-23
S02207,SUB006,EndSem,65,100,91,2026-01-26
S02207,SUB007,Lab,76,100,72,2026-01-25
S02207,SUB008,Lab,33,100,63,2026-03-13
S02207,SUB009,Lab,81,100,65,2026-01-20
S02207,SUB010,EndSem,80,100,93,2026-01-22
S02208,SUB001,IA2,83,100,77,2026-02-03
S02208,SUB002,Lab,68,100,81,2026-03-07
S02208,SUB003,IA2,50,100,60,2026-02-09
S02208,SUB004,IA2,86,100,68,2026-01-16
S02208,SUB005,Lab,51,100,81,2026-02-19
S02208,SUB006,IA1,48,100,88,2026-02-10
S02208,SUB007,Lab,87,100,98,2026-01-13
S02208,SUB008,EndSem,32,100,64,2026-02-03
S02208,SUB009,IA1,33,100,90,2026-02-19
S02208,SUB010,Lab,34,100,87,2026-03-04
S02209,SUB001,IA1,79,100,92,2026-02-17
S02209,SUB002,EndSem,90,100,85,2026-01-16
S02209,SUB003,Lab,45,100,83,2026-01-25
S02209,SUB004,Lab,76,100,62,2026-02-25
S02209,SUB005,IA1,48,100,71,2026-01-21
S02209,SUB006,Lab,44,100,71,2026-03-12
S02209,SUB007,IA2,43,100,69,2026-01-15
S02209,SUB008,Lab,33,100,88,2026-01-18
S02209,SUB009,IA1,83,100,85,2026-03-10
S02209,SUB010,IA2,52,100,96,2026-02-13
S02210,SUB001,IA2,51,100,99,2026-03-13
S02210,SUB002,IA1,66,100,66,2026-01-14
S02210,SUB003,Lab,79,100,82,2026-02-15
S02210,SUB004,Lab,76,100,89,2026-03-01
S02210,SUB005,EndSem,72,100,65,2026-01-21
S02210,SUB006,Lab,47,100,90,2026-02-12
S02210,SUB007,IA2,50,100,75,2026-02-02
S02210,SUB008,EndSem,83,100,87,2026-02-06
S02210,SUB009,EndSem,70,100,100,2026-02-28
S02210,SUB010,EndSem,34,100,100,2026-03-06
S02211,SUB001,IA1,60,100,65,2026-02-15
S02211,SUB002,Lab,69,100,63,2026-01-26
S02211,SUB003,IA1,75,100,73,2026-01-30
S02211,SUB004,Lab,53,100,82,2026-03-11
S02211,SUB005,Lab,64,100,70,2026-02-20
S02211,SUB006,Lab,42,100,86,2026-03-01
S02211,SUB007,IA1,54,100,76,2026-02-23
S02211,SUB008,IA1,66,100,89,2026-02-25
S02211,SUB009,EndSem,74,100,71,2026-02-25
S02211,SUB010,IA2,85,100,87,2026-02-22
S02212,SUB001,EndSem,49,100,96,2026-01-22
S02212,SUB002,IA2,45,100,93,2026-01-22
S02212,SUB003,Lab,51,100,90,2026-02-01
S02212,SUB004,IA2,54,100,91,2026-01-28
S02212,SUB005,EndSem,58,100,73,2026-02-13
S02212,SUB006,IA2,61,100,64,2026-02-25
S02212,SUB007,Lab,64,100,70,2026-01-29
S02212,SUB008,IA2,53,100,76,2026-01-16
S02212,SUB009,EndSem,41,100,80,2026-01-16
S02212,SUB010,EndSem,59,100,70,2026-01-15
S02213,SUB001,EndSem,41,100,95,2026-02-22
S02213,SUB002,IA1,30,100,77,2026-01-31
S02213,SUB003,IA1,57,100,91,2026-02-16
S02213,SUB004,EndSem,79,100,96,2026-01-15
S02213,SUB005,IA2,63,100,68,2026-01-24
S02213,SUB006,Lab,87,100,98,2026-02-08
S02213,SUB007,EndSem,69,100,83,2026-02-02
S02213,SUB008,IA1,42,100,99,2026-02-13
S02213,SUB009,IA1,66,100,71,2026-02-12
S02213,SUB010,IA2,41,100,81,2026-03-10
S02214,SUB001,IA2,32,100,77,2026-01-20
S02214,SUB002,IA1,35,100,62,2026-02-03
S02214,SUB003,IA1,86,100,92,2026-03-12
S02214,SUB004,IA1,39,100,87,2026-03-12
S02214,SUB005,IA1,41,100,85,2026-01-14
S02214,SUB006,IA1,55,100,86,2026-03-03
S02214,SUB007,Lab,37,100,79,2026-01-19
S02214,SUB008,EndSem,78,100,96,2026-02-13
S02214,SUB009,IA1,87,100,80,2026-02-24
S02214,SUB010,Lab,66,100,97,2026-02-21
S02215,SUB001,Lab,41,100,97,2026-01-28
S02215,SUB002,Lab,70,100,86,2026-02-01
S02215,SUB003,IA2,55,100,73,2026-02-21
S02215,SUB004,IA1,43,100,66,2026-01-16
S02215,SUB005,IA2,76,100,92,2026-01-16
S02215,SUB006,Lab,44,100,83,2026-02-01
S02215,SUB007,IA1,78,100,91,2026-01-27
S02215,SUB008,IA2,47,100,62,2026-01-15
S02215,SUB009,EndSem,83,100,90,2026-03-11
S02215,SUB010,IA1,65,100,74,2026-02-05
S02216,SUB001,EndSem,31,100,63,2026-03-08
S02216,SUB002,IA1,42,100,75,2026-02-26
S02216,SUB003,IA2,65,100,69,2026-01-18
S02216,SUB004,IA2,73,100,73,2026-02-19
S02216,SUB005,EndSem,59,100,78,2026-02-28
S02216,SUB006,IA1,47,100,83,2026-02-11
S02216,SUB007,IA2,87,100,93,2026-02-27
S02216,SUB008,Lab,34,100,82,2026-01-29
S02216,SUB009,IA1,44,100,73,2026-01-30
S02216,SUB010,EndSem,44,100,76,2026-01-20
S02217,SUB001,IA2,57,100,70,2026-02-23
S02217,SUB002,Lab,35,100,68,2026-02-11
S02217,SUB003,Lab,32,100,79,2026-03-12
S02217,SUB004,IA1,77,100,70,2026-02-22
S02217,SUB005,EndSem,38,100,66,2026-01-23
S02217,SUB006,IA2,87,100,66,2026-03-13
S02217,SUB007,IA2,85,100,92,2026-01-22
S02217,SUB008,IA1,40,100,76,2026-01-15
S02217,SUB009,Lab,33,100,79,2026-02-13
S02217,SUB010,IA1,68,100,74,2026-02-09
S02218,SUB001,IA1,49,100,68,2026-01-15
S02218,SUB002,IA2,61,100,89,2026-03-07
S02218,SUB003,Lab,70,100,72,2026-01-31
S02218,SUB004,Lab,83,100,95,2026-02-07
S02218,SUB005,Lab,75,100,61,2026-03-02
S02218,SUB006,Lab,79,100,99,2026-01-15
S02218,SUB007,Lab,83,100,99,2026-03-10
S02218,SUB008,Lab,83,100,77,2026-01-26
S02218,SUB009,IA1,53,100,88,2026-01-30
S02218,SUB010,IA2,70,100,77,2026-02-24
S02219,SUB001,Lab,87,100,64,2026-02-01
S02219,SUB002,IA1,33,100,75,2026-03-07
S02219,SUB003,IA1,36,100,76,2026-03-09
S02219,SUB004,IA1,41,100,93,2026-02-07
S02219,SUB005,IA2,63,100,86,2026-01-30
S02219,SUB006,IA1,52,100,90,2026-02-13
S02219,SUB007,EndSem,76,100,80,2026-02-21
S02219,SUB008,EndSem,35,100,94,2026-02-19
S02219,SUB009,Lab,69,100,90,2026-01-23
S02219,SUB010,IA1,45,100,62,2026-01-22
S02220,SUB001,IA2,43,100,74,2026-01-19
S02220,SUB002,EndSem,73,100,100,2026-02-09
S02220,SUB003,Lab,42,100,66,2026-01-25
S02220,SUB004,IA2,60,100,62,2026-03-02
S02220,SUB005,EndSem,45,100,88,2026-03-08
S02220,SUB006,Lab,61,100,68,2026-02-20
S02220,SUB007,IA1,79,100,71,2026-02-18
S02220,SUB008,IA2,64,100,76,2026-01-24
S02220,SUB009,IA2,53,100,70,2026-01-25
S02220,SUB010,IA2,79,100,94,2026-03-04
S02221,SUB001,EndSem,36,100,66,2026-02-25
S02221,SUB002,Lab,56,100,78,2026-02-26
S02221,SUB003,IA2,80,100,63,2026-02-28
S02221,SUB004,EndSem,65,100,93,2026-03-02
S02221,SUB005,Lab,49,100,72,2026-02-24
S02221,SUB006,IA1,56,100,81,2026-02-22
S02221,SUB007,Lab,39,100,69,2026-01-18
S02221,SUB008,IA2,63,100,80,2026-01-17
S02221,SUB009,IA2,56,100,94,2026-01-20
S02221,SUB010,Lab,73,100,83,2026-02-05
S02222,SUB001,Lab,71,100,72,2026-02-28
S02222,SUB002,IA2,78,100,88,2026-02-08
S02222,SUB003,IA2,48,100,70,2026-01-17
S02222,SUB004,EndSem,81,100,96,2026-02-23
S02222,SUB005,IA1,59,100,62,2026-01-25
S02222,SUB006,IA1,69,100,98,2026-01-17
S02222,SUB007,IA2,36,100,87,2026-02-07
S02222,SUB008,IA2,86,100,95,2026-03-06
S02222,SUB009,IA1,59,100,64,2026-01-19
S02222,SUB010,EndSem,59,100,73,2026-02-09
S02223,SUB001,IA2,40,100,65,2026-02-08
S02223,SUB002,Lab,49,100,72,2026-03-07
